asset,x,y,z,sx,sy,sz,rx,ry,rz
rock_cluster_small,165,77,0.7229419350624084,1.1278930543971866,1.1278930543971866,1.1278930543971866,0,4.58857223880772,0
rock_cluster_small,214,35,0.574044406414032,0.7925876814582554,0.7925876814582554,0.7925876814582554,0,1.9314597543110328,0
rock_cluster_small,63,114,0.5714045763015747,1.0183994465736765,1.0183994465736765,1.0183994465736765,0,0.5867847288442173,0
rock_cluster_small,68,148,0.6170748472213745,1.174281022200328,1.174281022200328,1.174281022200328,0,3.8881253442374457,0
rock_cluster_small,60,157,0.6293583512306213,1.0564035251530925,1.0564035251530925,1.0564035251530925,0,0.37037455651574996,0
rock_cluster_small,92,52,0.3335927426815033,1.2792925219114646,1.2792925219114646,1.2792925219114646,0,5.7156611376375155,0
rock_cluster_small,32,30,0.5663996338844299,1.019444004401248,1.019444004401248,1.019444004401248,0,5.3319119876716625,0
rock_cluster_small,254,218,0.5603722929954529,1.2989112234587772,1.2989112234587772,1.2989112234587772,0,3.613122323445917,0
rock_cluster_small,238,232,0.7447623610496521,1.211883801122354,1.211883801122354,1.211883801122354,0,1.0763078362041794,0
rock_cluster_small,127,92,0.6465858221054077,1.3745841482251295,1.3745841482251295,1.3745841482251295,0,0.050193660665732456,0
rock_cluster_small,253,175,0.6665446162223816,0.6570243836836643,0.6570243836836643,0.6570243836836643,0,5.372743855267754,0
rock_cluster_small,214,84,0.6680247187614441,1.0174176225285931,1.0174176225285931,1.0174176225285931,0,5.401940116223124,0
rock_cluster_small,233,35,0.7659876346588135,0.8539375959394904,0.8539375959394904,0.8539375959394904,0,5.307970580986971,0
rock_cluster_small,158,228,0.685908317565918,1.300276424344778,1.300276424344778,1.300276424344778,0,5.189107142273806,0
rock_cluster_small,236,181,0.6496375799179077,1.390302353855791,1.390302353855791,1.390302353855791,0,4.040016112195184,0
rock_cluster_small,118,119,0.5830166935920715,0.7015755804081946,0.7015755804081946,0.7015755804081946,0,4.64372225373328,0
rock_cluster_small,200,203,0.6797741651535034,1.186380029230462,1.186380029230462,1.186380029230462,0,3.4402407015582672,0
rock_cluster_small,31,97,0.5676203370094299,0.8186841543193607,0.8186841543193607,0.8186841543193607,0,5.716163301199558,0
rock_cluster_small,177,186,0.7038376331329346,0.9645293782288535,0.9645293782288535,0.9645293782288535,0,1.9999643428809786,0
rock_cluster_small,238,245,0.660685122013092,0.8953296505305313,0.8953296505305313,0.8953296505305313,0,4.027631850092512,0
rock_cluster_small,43,73,0.4280613362789154,1.2558521482811638,1.2558521482811638,1.2558521482811638,0,2.507097507859048,0
rock_cluster_small,175,135,0.6489051580429077,1.2451360275407009,1.2451360275407009,1.2451360275407009,0,3.0958603401590734,0
rock_cluster_small,46,133,0.5410391688346863,0.6293967925039278,0.6293967925039278,0.6293967925039278,0,5.166257646721128,0
rock_cluster_small,168,114,0.6490424871444702,0.8695114764198275,0.8695114764198275,0.8695114764198275,0,1.9519485876092735,0
rock_cluster_small,116,102,0.5197528004646301,1.3589164859978766,1.3589164859978766,1.3589164859978766,0,0.17514203494648306,0
rock_cluster_small,176,228,0.7007247805595398,1.3594339625822531,1.3594339625822531,1.3594339625822531,0,3.0526878277952076,0
rock_cluster_small,52,116,0.5716792345046997,0.8836989618542362,0.8836989618542362,0.8836989618542362,0,2.0427247808518407,0
rock_cluster_small,172,104,0.6210421919822693,1.0493990158371456,1.0493990158371456,1.0493990158371456,0,3.69701550793768,0
rock_cluster_small,0,245,0.6503700017929077,0.7725698959932678,0.7725698959932678,0.7725698959932678,0,1.1272674560954636,0
rock_cluster_small,222,170,0.6695658564567566,0.8048474991631464,0.8048474991631464,0.8048474991631464,0,0.8470026090382221,0
rock_cluster_small,202,237,0.5662470459938049,1.3325167724982458,1.3325167724982458,1.3325167724982458,0,6.103117723711938,0
rock_cluster_small,43,81,0.39085984230041504,1.0749066013272235,1.0749066013272235,1.0749066013272235,0,4.24846195791061,0
rock_cluster_small,242,179,0.7054093480110168,1.3995645485418806,1.3995645485418806,1.3995645485418806,0,4.9046656405510785,0
rock_cluster_small,52,71,0.43680477142333984,1.2868907783955128,1.2868907783955128,1.2868907783955128,0,4.459397969773603,0
rock_cluster_small,99,108,0.3775997459888458,0.8890557782542954,0.8890557782542954,0.8890557782542954,0,3.7476587473924408,0
rock_cluster_small,108,149,0.5717707872390747,0.8995309907166802,0.8995309907166802,0.8995309907166802,0,5.573038830757873,0
rock_cluster_small,166,132,0.6404974460601807,1.2597684730941467,1.2597684730941467,1.2597684730941467,0,5.199623577009576,0
rock_cluster_small,181,234,0.6681620478630066,0.7577810007979955,0.7577810007979955,0.7577810007979955,0,2.869340936763763,0
rock_cluster_small,215,66,0.7636377215385437,1.0771712811059242,1.0771712811059242,1.0771712811059242,0,5.731378776937887,0
rock_cluster_small,9,225,0.7175402641296387,1.0666793199512004,1.0666793199512004,1.0666793199512004,0,0.5029761594126899,0
rock_cluster_small,54,29,0.6331273317337036,0.9017140827550291,0.9017140827550291,0.9017140827550291,0,3.9680532586226516,0
rock_cluster_small,231,14,0.6296940445899963,1.080998527642787,1.080998527642787,1.080998527642787,0,3.5018200708511693,0
rock_cluster_small,132,103,0.5216754674911499,0.9695669364086587,0.9695669364086587,0.9695669364086587,0,0.29134797517106903,0
rock_cluster_small,226,161,0.7533836960792542,0.8306145199594713,0.8306145199594713,0.8306145199594713,0,1.9193678245430996,0
